date,best,worst
2005-01,-0.012001867278013367,-0.10478165159365743
2005-02,0.02691268895170651,-0.03035395824350416
2005-03,-0.012792500858195121,-0.09124242243531624
2005-04,-0.02607062377384863,-0.1104058720282046
2005-05,0.04311741007055387,0.06385793668217957
2005-06,0.05762901023088487,0.018158424933208153
2005-07,0.05330813657143151,0.05380621095202514
2005-08,-0.012561727023421548,-0.04189120302093215
2005-09,0.00953762259151076,-0.027595908194780347
2005-10,0.0016282648529158878,-0.08619423370109869
2005-11,0.03654754126473561,0.025197691394423606
2005-12,0.002443404261748584,-0.01264909976845955
2006-01,0.0648896120858262,0.06733825014263856
2006-02,-0.0045901803788729045,0.00197150637191954
2006-03,0.0450925153493881,0.043999793240509455
2006-04,0.011747885963413862,0.002235784717323922
2006-05,-0.015255064894736263,-0.07274393772240727
2006-06,0.002700862014316955,-0.012088976965460452
2006-07,-0.011522896038077294,-0.0630046976637095
2006-08,0.026428129699779666,0.03247283006848122
2006-09,0.01800700032064923,0.012811178731644762
2006-10,0.0364415934885619,0.0754499502427643
2006-11,0.01729954660957446,0.0274836675147526
2006-12,0.014811879661792754,0.0009269184876939045
2007-01,-0.008452539100544517,0.06265170659971772
2007-02,-0.01758698940553585,-0.001695462387287982
2007-03,-0.0024436189371044724,-0.019848310063243838
2007-04,-0.009722135382908153,0.027537030045641592
2007-05,0.008528077259252304,0.013214447507634761
2007-06,-0.015667234581778745,-0.00379532410370301
2007-07,-0.07711867875943423,-0.05109101053210905
2007-08,0.006671608261676735,-0.037536295373029126
2007-09,0.00773799247681917,0.0014244649709144192
2007-10,-0.01955029171542264,0.022419175364775588
2007-11,-0.04460626905492971,-0.1274996078800177
2007-12,-0.021813684923083648,-0.06456150732206878
2008-01,-0.01122510989400479,-0.045393793241237275
2008-02,-0.047671737944692705,-0.06370582256466148
2008-03,0.004535925776290239,-0.042170081473886956
2008-04,0.003401652688553444,0.003919520193012434
2008-05,0.028362286293122443,0.03271091148722916
2008-06,-0.06733862715067514,-0.13250948637025428
2008-07,0.08278161527880909,-0.036862353509641246
2008-08,0.027945083287777367,0.002089889254966694
2008-09,0.021006245105527337,-0.1546353184225154
2008-10,-0.10129513947962548,-0.2677847053180448
2008-11,-0.08644603439402998,-0.17640088948945049
2008-12,0.01359514357609441,0.02032399249495939
2009-01,-0.10740884350947452,0.010107545221690098
2009-02,-0.11341172170315984,-0.11085384291014633
2009-03,0.08295307855471036,0.14138619647826997
2009-04,0.08650084795372093,0.2723617863748223
2009-05,0.030324246390955514,0.13566140889888628
2009-06,0.010600670751009606,0.08285013002925552
2009-07,0.05404061230190563,0.09938325450755654
2009-08,0.003920083610573786,0.06410992729128338
2009-09,0.022222891110141054,0.15217069153572083
2009-10,-0.044426014315104095,-0.09921604215167461
2009-11,0.012840688703145128,0.014014970578718935
2009-12,0.04229892948933409,0.09185117767367044
2010-01,-0.03027096631703896,0.15303403925499878
2010-02,0.05841530271485679,-0.00254807339020771
2010-03,0.07939932691515422,0.061389523196266955
2010-04,0.08935170130396726,0.25982876450638287
2010-05,-0.0822515605248918,-0.1387208946857572
2010-06,-0.0724565040287043,-0.16219584615202617
2010-07,0.08360735680034846,0.05613457814091816
2010-08,-0.060201053815253515,-0.10758230067178372
2010-09,0.11586100513464767,0.11283149810973553
2010-10,0.06976224048266882,0.03760092618293129
2010-11,0.0693272113453713,-0.016321020368050082
2010-12,0.07400173470785373,0.11058694173698312
2011-01,0.041705319737811795,0.09362808959664108
2011-02,0.05407484117109559,-0.02008780301213846
2011-03,0.023958488399366602,-0.013999908888945345
2011-04,0.014011583284882358,0.005474735302268525
2011-05,-0.015219081398681729,-0.018692030547535973
2011-06,-0.002772328990197805,-0.0696712092432426
2011-07,-0.02505504227738127,-0.050248245290713374
2011-08,-0.06134482906232732,-0.15674940390279515
2011-09,-0.07689363655284975,-0.1650171584251802
2011-10,0.10466104484570676,0.12789632097032153
2011-11,-0.006917202689655823,-0.07023355629440628
2011-12,0.018671741507423574,0.0007294938186532829
2012-01,0.04059993924056469,0.18642753623193126
2012-02,0.04190540776588022,0.06463205402113088
2012-03,0.011833431918639687,0.048651739883353
2012-04,-0.009362056747922903,-0.009483570990851143
2012-05,-0.09701941400402574,-0.09302028114267158
2012-06,0.06762389965530018,0.006034125718288122
2012-07,-0.015057899394741971,-0.02543808775837532
2012-08,0.035687783920257045,0.0015744875470409191
2012-09,0.03246038192621197,0.09151789407496834
2012-10,-0.010685516815137804,-0.05743656853097489
2012-11,-0.009203437200194448,-0.00238887871200859
2012-12,0.02265102474833837,0.030949244345538314
2013-01,0.07554607130121438,0.1202788080909522
2013-02,0.00440860933756084,-0.004773762109689414
2013-03,0.04224729982486677,0.05445260772001347
2013-04,0.00438057240899071,0.002940695055949625
2013-05,0.049328758223564355,0.09103746328561099
2013-06,0.003358173622109461,-0.02674105518031865
2013-07,0.08965356324798446,0.11045379951130598
2013-08,-0.03281791189918292,-0.03858487159479408
2013-09,0.04996778309461775,0.07066417298301529
2013-10,0.03328503008640835,-0.01690549499413464
2013-11,0.05753175981633829,0.07581593299109954
2013-12,0.012663902061613039,0.026451731279667
2014-01,-0.024830013218743244,0.035786064703715974
2014-02,0.04567928571443188,0.06749185339809627
2014-03,0.02011487765339551,-0.04056674754188861
2014-04,-0.026209010079619458,-0.08356400212709555
2014-05,-0.002096300056291512,-0.023181245884043154
2014-06,0.037567668624105835,0.031143661778914963
2014-07,-0.04078290649915286,-0.05418776622100265
2014-08,0.03558754068057167,0.03165669956011697
2014-09,-0.04623838773717577,-0.08069453638105185
2014-10,0.008157226527691798,-0.0016368951462209195
2014-11,-0.051727542290827835,-0.02968686495441943
2014-12,0.005626914902095439,0.03316816681559429
2015-01,-0.04245112885342675,-0.05244228819778071
2015-02,0.0462245004836586,0.16594152473961002
2015-03,0.021332422922714592,-0.07122904287942218
2015-04,-0.004433841664722414,0.13597579786321148
2015-05,0.006016731973904822,-0.05741927953087723
2015-06,0.007603918836102813,-0.04427056917804292
2015-07,0.008441179194011512,-0.18558738925145007
2015-08,-0.022794037398998598,0.01828634218254593
2015-09,0.00847311301199476,-0.14610184492543338
2015-10,0.05038487426769277,0.07438444955856538
2015-11,0.04618428664747622,0.0793908826952975
2015-12,-0.029480317853014682,-0.129478886409197
2016-01,-0.06430105534993343,-0.1245840118615888
2016-02,-0.0104806961811846,-0.07349686738220043
2016-03,0.05325358976144341,0.18373877483958495
2016-04,0.034316130304650846,0.14982875877962212
2016-05,0.023485040286468556,-0.06248221892863511
2016-06,-0.0213569677385385,0.01191617685253733
2016-07,0.05312535147386368,0.0399734527769033
2016-08,0.022484771619056102,0.08127838467946276
2016-09,0.014690726920434292,0.05830326972762122
2016-10,-0.0076711867599806235,-0.14515324584644984
2016-11,0.1489384910673834,0.10820910561829804
2016-12,0.07132474698169969,0.006863990200217818
2017-01,-0.010551031260401935,0.07465038245398319
2017-02,0.03448088074521166,-0.002828808164922514
2017-03,-0.005310130204234148,-0.013224897907930425
2017-04,0.022089180195471257,-0.06207943615037946
2017-05,-0.010483637449360676,-0.10212574669043532
2017-06,0.051501074560219386,0.09171882977127098
2017-07,-0.005038416140305345,-0.039098437521606674
2017-08,-0.0038232041533046808,-0.04330826480407267
2017-09,0.060446673725964475,0.15384840119979343
2017-10,0.015798223432648223,-0.04032991406507788
2017-11,0.02440011110535123,0.01662343096220866
2017-12,-0.00960467142562264,0.03649836199823768
2018-01,0.02548565053293713,0.04182378779747523
2018-02,-0.030926874542421934,-0.06721125778305576
2018-03,0.0259907833865145,-0.026468886313377876
2018-04,0.008257280922989585,0.017992558398982516
2018-05,0.03256648548169652,0.061188112357631316
2018-06,-0.00037997136765625353,-0.031204232862801284
2018-07,0.019054423433990445,-0.05068370445806067
2018-08,0.02575615179921441,-0.0004177003796212345
2018-09,-0.04079564289815605,-0.024406874364940438
2018-10,-0.07197230040823338,-0.13789245188701896
2018-11,0.01342506750574101,-0.05914067844540113
2018-12,-0.10524831590009849,-0.23838396764956993
2019-01,0.07571920068963661,0.24058134178165344
2019-02,0.05703115969517964,0.03878453085868387
2019-03,-0.05222886651528822,0.03761011978785974
2019-04,0.04774359002563867,-0.027717451477656137
2019-05,-0.05748025226668685,-0.13526834453572517
2019-06,0.05072437580209223,0.005177928492194037
2019-07,0.012543386799516144,-0.06436395034077576
2019-08,-0.05583003325387832,-0.07873445134377105
2019-09,0.04175473672919903,0.03420974341803231
2019-10,0.019010838051908632,-0.049182893371325906
2019-11,0.028991155236726594,0.05112568543656381
2019-12,0.03099665575165998,0.1406503571686335
2020-01,-0.049904216127002,-0.02069564993493258
2020-02,-0.09792398344477984,-0.060034985252132154
2020-03,-0.2442062175273895,-0.2941475290065864
2020-04,0.09479074265749658,0.49351342931040565
2020-05,-0.007202278763870696,0.09954745925562747
2020-06,0.02984612349106898,0.19396246384771076
2020-07,-0.03201141240009745,0.06994946342892945
2020-08,0.040118881031230534,-0.011121882252045898
2020-09,-0.04052988224080761,-0.06612312254030256
2020-10,0.07314386648882644,-0.041853783509577615
2020-11,0.13336626142263408,0.38047737687593325
2020-12,0.0691374304972123,0.13777855908381753
2021-01,0.0068136603321181585,0.3590821827412583
2021-02,0.10992846931694654,0.16664022510056384
2021-03,0.07756721771089356,-0.024553371028232497
2021-04,0.026700909088103783,0.03560995836916847
2021-05,0.040941837652353555,0.00809017359919381
2021-06,-0.015033919893030519,0.06904742235026787
2021-07,0.003695230872108378,-0.13477934895316138
2021-08,0.03890182208539099,-0.002090427515795445
2021-09,0.01208060406730509,-0.029792221606476214
2021-10,0.04086940257198873,0.006298323419177917
2021-11,-0.011621127375110502,-0.12011495021637528
2021-12,0.0435640607893583,-0.03952465524431317
2022-01,0.0032284960983815767,-0.09070021721607188
2022-02,0.0034593760193092726,0.015709235254907986
2022-03,-0.022801462585921382,0.08359757324913517
